Order_ID,Order_Date,Customer_ID,Customer_Type,Customer_Since,Region,Acquisition_Channel,Campaign_Name,Impressions,Clicks,Adds_To_Cart,Ad_Spend,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Stock_Level,Reorder_Point,Delivery_Time_Days,Delivery_Status,Return_Flag,Return_Reason,Shipping_Cost,COGS,Profit,Margin %,WeightKg,Country,Adjusted_Delivery_Time_Days
O1004379,02/10/2024,C100149,Returning,29/01/2024,EU,TikTok,TT_Oct_Challenge,56,1,1,14.1,Dip Belt,Weighted Dip Belt,1,38.6,38.6,23,37,2,On-time,No,,7.76,19,11.84,0.31,0.80,Spain,1.00
O1005677,12/12/2024,C101050,Returning,11/05/2024,EU,Google,GG_Dec_Shopping,100,2,1,51.7,Workout Rings,Wooden Gymnastic Rings,1,41.82,41.82,-1,60,4,On-time,No,,7.71,16,18.11,0.43,1.10,Austria,2.00
O1001138,21/03/2024,C101437,New,13/11/2024,EU,Instagram,IG_Mar_Giveaway,167,2,2,42.3,Parallettes,Steel Parallettes,2,90.38,180.76,219,45,2,On-time,No,,11.89,78,90.87,0.50,3.80,Spain,1.00
O1003836,30/08/2024,C101132,Returning,29/10/2024,Domestic,Instagram,IG_Aug_Reels,167,2,1,42.3,Pull Up Bars,Outdoor Pull-Up Bar,1,149.9,149.9,40,30,2,On-time,No,,8.5,78,63.4,0.42,7.00,Germany,1.00
O1003541,10/08/2024,C101167,Returning,14/11/2024,Non-EU,Organic,ORG_Aug_Blog,0,0,0,0,Clothing,Oversized Hoodie,1,75.48,75.48,215,120,11,Late,No,,15.06,25,35.42,0.47,0.70,Australia,5.50
O1003076,12/07/2024,C101759,Returning,30/09/2024,Domestic,Organic,ORG_Jul_Direct,0,0,0,0,Parallettes,Steel Parallettes,1,75.32,75.32,109,45,1,On-time,No,,7.67,39,28.65,0.38,3.80,Germany,0.50
O1003500,07/08/2024,C101227,New,23/05/2024,Non-EU,TikTok,TT_Aug_SparkAds,111,2,1,28.2,Clothing,Joggers,1,57.35,57.35,222,120,7,On-time,No,,15.29,21,21.06,0.37,0.60,Canada,3.50
O1004886,01/11/2024,C100333,Returning,06/06/2024,Non-EU,TikTok,TT_Nov_SparkAds,56,1,2,14.1,Clothing,Oversized Hoodie,1,76.8,76.8,-1,120,4,On-time,No,,11.84,25,39.96,0.52,0.70,Switzerland,2.00
O1001347,04/04/2024,C100596,Returning,08/08/2024,EU,Instagram,IG_Apr_Reels,83,1,1,21.15,Parallettes,Wooden Parallettes,1,69.61,69.61,206,45,3,On-time,No,,7.91,30,31.7,0.46,2.20,Poland,1.50
O1002610,15/06/2024,C100560,Returning,12/10/2024,Domestic,Google,GG_Jun_Shopping,100,2,1,51.7,Clothing,Performance T-Shirt,1,36.95,36.95,361,120,1,On-time,No,,5.41,11,20.54,0.56,0.30,Germany,0.50
O1003012,08/07/2024,C100614,New,05/01/2024,Non-EU,Organic,ORG_Jul_Community,0,0,0,0,Workout Accessories,Chalk Block,3,12.54,37.62,167,67,6,On-time,No,,14.8,12,10.82,0.29,0.30,USA,3.00
O1005495,04/12/2024,C100794,New,07/04/2024,EU,TikTok,TT_Dec_Creators,56,1,1,14.1,Resistance Bands,Set of 5 Resistance Bands,2,47.72,95.44,-2,75,3,On-time,No,,8.74,26,60.7,0.64,0.90,Spain,1.50
O1002385,04/06/2024,C100824,Returning,20/04/2024,EU,Instagram,IG_Jun_AthleteDrop,83,1,1,21.15,Equipment Sets,Advanced Athlete Set,3,211.56,634.68,71,22,2,On-time,No,,11.57,321,302.11,0.48,9.00,Netherlands,1.00
O1004011,10/09/2024,C100841,New,01/05/2024,Domestic,TikTok,TT_Sep_Challenge,111,2,1,28.2,Bandages,Elbow Support,1,25.93,25.93,100,90,2,On-time,No,,5.9,9,11.03,0.43,0.25,Germany,1.00
O1004221,23/09/2024,C100954,Returning,15/12/2024,Domestic,Instagram,IG_Sep_Reels,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,122.04,122.04,24,30,2,On-time,No,,9.08,78,34.96,0.29,7.00,Germany,1.00
O1006040,30/12/2024,C100831,New,25/12/2024,Domestic,Instagram,IG_Dec_Giveaway,250,3,1,63.45,Workout Accessories,Chalk Block,2,16.53,33.06,-2,67,2,On-time,No,,6.14,8,18.92,0.57,0.30,Germany,1.00
O1005707,13/12/2024,C101071,Returning,13/04/2024,Domestic,TikTok,TT_Dec_Creators,111,2,1,28.2,Pull Up Bars,Doorway Pull-Up Bar,1,101.32,101.32,-1,30,3,On-time,No,,6.63,50,44.69,0.44,4.00,Germany,1.50
O1004059,13/09/2024,C100901,Returning,26/08/2024,Non-EU,TikTok,TT_Sep_Challenge,56,1,1,14.1,Pull Up Bars,Outdoor Pull-Up Bar,1,111.57,111.57,31,30,7,On-time,No,,16.55,78,17.02,0.15,7.00,Norway,3.50
O1003329,27/07/2024,C101194,New,16/07/2024,Domestic,Instagram,IG_Jul_AthleteDrop,83,1,1,21.15,Better Grip,Liquid Chalk,1,19.41,19.41,220,105,4,Late,No,,4.37,4,11.04,0.57,0.35,Germany,2.00
O1003690,21/08/2024,C100525,New,02/08/2024,Domestic,Instagram,IG_Aug_AthleteDrop,167,2,1,42.3,Workout Accessories,Athlete Backpack,1,45.63,45.63,104,67,3,On-time,No,,5.26,19,21.37,0.47,0.90,Germany,1.50
O1003623,15/08/2024,C100636,Returning,11/12/2024,Non-EU,Instagram,IG_Aug_Reels,83,1,1,21.15,Resistance Bands,Set of 5 Resistance Bands,1,27.19,27.19,126,75,9,Late,No,,13.7,13,0.49,0.02,0.90,Norway,4.50
O1005383,28/11/2024,C101739,Returning,27/01/2024,Non-EU,Organic,ORG_Nov_Community,0,0,0,0,Better Grip,Liquid Chalk,2,19.52,39.04,-2,105,5,On-time,No,,10.82,8,20.22,0.52,0.35,Switzerland,2.50
O1005485,03/12/2024,C100099,Returning,08/05/2024,Domestic,Instagram,IG_Dec_Reels,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,110.09,110.09,-1,30,2,On-time,No,,8.22,78,23.87,0.22,7.00,Germany,1.00
O1000082,06/01/2024,C100335,New,06/01/2024,EU,TikTok,TT_Jan_Challenge,111,2,1,28.2,Pull Up Bars,Doorway Pull-Up Bar,1,104.9,104.9,196,30,2,On-time,No,,9.96,50,44.94,0.43,4.00,France,1.00
O1001973,12/05/2024,C101135,Returning,28/12/2024,Domestic,Google,GG_May_Shopping,50,1,1,25.85,Parallettes,Wooden Parallettes,2,66.35,132.7,168,45,2,On-time,No,,6.45,60,66.25,0.50,2.20,Germany,1.00
O1001715,27/04/2024,C101825,Returning,20/07/2024,Domestic,TikTok,TT_Apr_Challenge,111,2,2,28.2,Parallettes,Steel Parallettes,1,65.42,65.42,183,45,1,On-time,No,,8.43,39,17.99,0.27,3.80,Germany,0.50
O1003660,18/08/2024,C100123,Returning,04/02/2024,Non-EU,Google,GG_Aug_Search,150,3,1,77.55,Dip Bars,Steel Dip Bars,1,68.64,68.64,43,27,5,On-time,No,,16.86,48,3.78,0.06,5.00,Norway,2.50
O1005022,09/11/2024,C100211,Returning,11/08/2024,Domestic,TikTok,TT_Nov_Challenge,56,1,1,14.1,Parallettes,Steel Parallettes,1,86.02,86.02,-1,45,1,On-time,No,,6.18,39,40.84,0.47,3.80,Germany,0.50
O1004929,04/11/2024,C100140,New,18/08/2024,EU,Google,GG_Nov_Search,150,3,1,77.55,Static Bar,Adjustable Static Bar,1,144.18,144.18,-1,18,3,On-time,No,,10.83,93,40.35,0.28,8.00,Sweden,1.50
O1001947,11/05/2024,C100403,Returning,27/02/2024,EU,Instagram,IG_May_Giveaway,167,2,1,42.3,Clothing,Oversized Hoodie,1,65.65,65.65,453,120,4,On-time,No,,9.14,25,31.51,0.48,0.70,Poland,2.00
O1003393,31/07/2024,C101182,Returning,20/10/2024,Non-EU,Instagram,IG_Jul_Reels,167,2,1,42.3,Parallettes,Wooden Parallettes,1,72.62,72.62,90,45,9,Late,No,,11.37,30,31.25,0.43,2.20,UK,4.50
O1004588,14/10/2024,C100591,Returning,10/08/2024,EU,Organic,ORG_Oct_Community,0,0,0,0,Equipment Sets,Advanced Athlete Set,1,172.7,172.7,8,22,3,On-time,No,,13.74,107,51.96,0.30,9.00,France,1.50
O1004248,24/09/2024,C101413,Returning,04/08/2024,Domestic,Google,GG_Sep_Search,50,1,2,25.85,Clothing,Training Tank,1,36.39,36.39,97,120,2,On-time,Yes,Other,5.65,10,20.74,0.57,0.25,Germany,1.00
O1001611,21/04/2024,C100224,New,02/05/2024,Non-EU,Instagram,IG_Apr_Giveaway,167,2,2,42.3,Workout Accessories,Chalk Block,1,12.09,12.09,284,67,5,On-time,No,,11.13,4,-3.04,-0.25,0.30,USA,2.50
O1003314,26/07/2024,C101783,Returning,29/09/2024,Domestic,TikTok,TT_Jul_Challenge,56,1,1,14.1,Parallettes,Wooden Parallettes,2,47.8,95.6,94,45,2,On-time,No,,5.66,60,29.94,0.31,2.20,Germany,1.00
O1004804,27/10/2024,C100429,Returning,15/04/2024,Domestic,Instagram,IG_Oct_Reels,83,1,1,21.15,Clothing,Performance T-Shirt,1,41.59,41.59,10,120,2,On-time,No,,4.38,11,26.21,0.63,0.30,Germany,1.00
O1003318,26/07/2024,C100646,Returning,27/05/2024,Domestic,Instagram,IG_Jul_Giveaway,83,1,1,21.15,Weight Vests,20kg Weighted Vest,1,146.3,146.3,76,36,2,On-time,No,,14.38,98,33.92,0.23,20.00,Germany,1.00
O1005933,25/12/2024,C101313,New,29/04/2024,Domestic,TikTok,TT_Dec_SparkAds,111,2,1,28.2,Clothing,Oversized Hoodie,1,78.04,78.04,-1,120,3,On-time,No,,6.8,25,46.24,0.59,0.70,Germany,1.50
O1005286,22/11/2024,C100814,Returning,05/12/2024,Domestic,Google,GG_Nov_Search,100,2,1,51.7,Dip Belt,Weighted Dip Belt,1,41.72,41.72,-1,37,2,On-time,No,,5.18,19,17.54,0.42,0.80,Germany,1.00
O1000666,18/02/2024,C101352,New,26/04/2024,Domestic,Instagram,IG_Feb_Reels,83,1,1,21.15,Workout Accessories,Athlete Backpack,1,42.75,42.75,377,67,2,On-time,No,,6.25,19,17.5,0.41,0.90,Germany,1.00
O1002195,24/05/2024,C101541,Returning,11/01/2024,Domestic,Instagram,IG_May_AthleteDrop,250,3,2,63.45,Dip Belt,Weighted Dip Belt,2,45.53,91.06,130,37,2,On-time,No,,5.13,38,47.93,0.53,0.80,Germany,1.00
O1005475,03/12/2024,C100079,New,08/07/2024,Domestic,Organic,ORG_Dec_Direct,0,0,0,0,Weight Vests,10kg Weighted Vest,2,120.95,241.9,-2,36,2,On-time,No,,10.32,148,83.58,0.35,10.00,Germany,1.00
O1005155,15/11/2024,C101217,Returning,11/08/2024,Domestic,TikTok,TT_Nov_Challenge,111,2,1,28.2,Clothing,Oversized Hoodie,1,64.92,64.92,-1,120,3,On-time,No,,5.54,25,34.38,0.53,0.70,Germany,1.50
O1001018,12/03/2024,C101752,Returning,15/01/2024,EU,Organic,ORG_Mar_Direct,0,0,0,0,Bandages,Elbow Support,1,23.97,23.97,458,90,4,On-time,No,,8.81,9,6.16,0.26,0.25,Austria,2.00
O1000558,10/02/2024,C100014,Returning,31/05/2024,Domestic,TikTok,TT_Feb_SparkAds,56,1,1,14.1,Clothing,Performance T-Shirt,1,32.99,32.99,692,120,2,On-time,No,,6.99,11,15,0.45,0.30,Germany,1.00
O1003872,02/09/2024,C101906,Returning,02/04/2024,EU,TikTok,TT_Sep_SparkAds,56,1,1,14.1,Resistance Bands,Set of 5 Resistance Bands,1,29.86,29.86,96,75,4,On-time,No,,9.27,13,7.59,0.25,0.90,Netherlands,2.00
O1004948,05/11/2024,C100794,Returning,07/04/2024,EU,Organic,ORG_Nov_Direct,0,0,0,0,Clothing,Joggers,1,54.11,54.11,-1,120,6,Late,No,,8.5,21,24.61,0.45,0.60,Sweden,3.00
O1001208,26/03/2024,C101286,Returning,26/05/2024,Domestic,Instagram,IG_Mar_Reels,83,1,1,21.15,Equipment Sets,Advanced Athlete Set,1,172.02,172.02,107,22,1,On-time,No,,9.11,107,55.91,0.33,9.00,Germany,0.50
O1005840,20/12/2024,C101240,New,20/09/2024,Non-EU,Instagram,IG_Dec_Giveaway,167,2,1,42.3,Parallettes,Wooden Parallettes,3,45.06,135.18,-3,45,4,On-time,No,,11.57,90,33.61,0.25,2.20,Canada,2.00
O1005614,09/12/2024,C100296,New,26/07/2024,EU,Google,GG_Dec_Brand,50,1,1,25.85,Static Bar,Adjustable Static Bar,1,178.54,178.54,-1,18,3,On-time,No,,12.46,93,73.08,0.41,8.00,Italy,1.50
O1001511,14/04/2024,C100934,Returning,11/02/2024,Domestic,Google,GG_Apr_Search,50,1,1,25.85,Clothing,Performance T-Shirt,1,30.48,30.48,524,120,2,On-time,No,,4.3,11,15.18,0.50,0.30,Germany,1.00
O1005168,16/11/2024,C101145,New,19/11/2024,Domestic,Organic,ORG_Nov_Blog,0,0,0,0,Bandages,Wrist Wraps,1,16.94,16.94,-1,90,2,On-time,No,,4.79,6,6.15,0.36,0.20,Germany,1.00
O1003768,26/08/2024,C101838,Returning,24/12/2024,Domestic,Instagram,IG_Aug_AthleteDrop,167,2,1,42.3,Parallettes,Steel Parallettes,1,93.93,93.93,64,45,1,On-time,No,,8.24,39,46.69,0.50,3.80,Germany,0.50
O1004123,17/09/2024,C100445,Returning,27/02/2024,Non-EU,Instagram,IG_Sep_AthleteDrop,83,1,1,21.15,Better Grip,Liquid Chalk,2,17.4,34.8,99,105,9,Late,No,,11.97,8,14.83,0.43,0.35,USA,4.50
O1004681,19/10/2024,C100838,Returning,02/04/2024,Domestic,Organic,ORG_Oct_Direct,0,0,0,0,Workout Rings,Wooden Gymnastic Rings,1,36.07,36.07,15,60,2,On-time,No,,6.78,16,13.29,0.37,1.10,Germany,1.00
O1000267,20/01/2024,C101288,Returning,05/02/2024,Non-EU,Instagram,IG_Jan_AthleteDrop,83,1,1,21.15,Pull Up Bars,Doorway Pull-Up Bar,2,84.62,169.24,185,30,6,On-time,No,,14.67,100,54.57,0.32,4.00,UK,3.00
O1003106,13/07/2024,C100602,Returning,09/01/2024,EU,Instagram,IG_Jul_Reels,83,1,1,21.15,Weight Vests,20kg Weighted Vest,1,132.08,132.08,86,36,3,On-time,No,,20.63,98,13.45,0.10,20.00,Spain,1.50
O1003651,18/08/2024,C100089,Returning,06/07/2024,Domestic,TikTok,TT_Aug_Challenge,56,1,1,14.1,Workout Accessories,Athlete Backpack,1,53.64,53.64,109,67,1,On-time,No,,7.03,19,27.61,0.51,0.90,Germany,0.50
O1002112,20/05/2024,C100095,New,10/12/2024,Non-EU,Organic,ORG_May_Community,0,0,0,0,Clothing,Performance T-Shirt,1,32.92,32.92,430,120,7,On-time,No,,14.55,11,7.37,0.22,0.30,Australia,3.50
O1003008,08/07/2024,C100731,Returning,08/10/2024,Domestic,Instagram,IG_Jul_Giveaway,167,2,2,42.3,Clothing,Joggers,1,54.59,54.59,301,120,1,On-time,No,,5.52,21,28.07,0.51,0.60,Germany,0.50
O1001910,09/05/2024,C100962,New,09/02/2024,Domestic,Instagram,IG_May_AthleteDrop,83,1,1,21.15,Workout Accessories,Chalk Block,1,13.38,13.38,258,67,1,On-time,No,,6.12,4,3.26,0.24,0.30,Germany,0.50
O1004241,24/09/2024,C101222,Returning,01/02/2024,Non-EU,Organic,ORG_Sep_Community,0,0,0,0,Parallettes,Wooden Parallettes,1,58.73,58.73,36,45,4,On-time,No,,16.14,30,12.59,0.21,2.20,Australia,2.00
O1003990,09/09/2024,C101994,Returning,04/03/2024,Domestic,Instagram,IG_Sep_Giveaway,250,3,1,63.45,Workout Accessories,Athlete Backpack,1,58.2,58.2,76,67,3,On-time,No,,4.7,19,34.5,0.59,0.90,Germany,1.50
O1004038,12/09/2024,C101590,Returning,07/04/2024,EU,TikTok,TT_Sep_Creators,56,1,1,14.1,Clothing,Performance T-Shirt,1,41.97,41.97,128,120,4,On-time,No,,8.3,11,22.67,0.54,0.30,Netherlands,2.00
O1004281,27/09/2024,C100773,Returning,01/11/2024,Domestic,Organic,ORG_Sep_Community,0,0,0,0,Dip Belt,Weighted Dip Belt,1,49.83,49.83,27,37,1,On-time,No,,5.29,19,25.54,0.51,0.80,Germany,0.50
O1003650,18/08/2024,C100172,New,18/08/2024,EU,TikTok,TT_Aug_Challenge,56,1,1,14.1,Workout Rings,Wooden Gymnastic Rings,1,45.5,45.5,97,60,4,On-time,Yes,Damaged,8.01,16,21.49,0.47,1.10,France,2.00
O1004616,16/10/2024,C101577,Returning,03/12/2024,Domestic,TikTok,TT_Oct_Creators,56,1,1,14.1,Clothing,Oversized Hoodie,1,65.59,65.59,39,120,2,On-time,No,,4.54,25,36.05,0.55,0.70,Germany,1.00
O1003289,24/07/2024,C101083,Returning,18/08/2024,EU,TikTok,TT_Jul_SparkAds,56,1,1,14.1,Pull Up Bars,Doorway Pull-Up Bar,1,101.95,101.95,64,30,3,On-time,No,,8.95,50,43,0.42,4.00,Belgium,1.50
O1001785,02/05/2024,C101231,Returning,18/03/2024,EU,Instagram,IG_May_AthleteDrop,167,2,1,42.3,Parallettes,Steel Parallettes,1,77.84,77.84,179,45,4,On-time,No,,10.22,39,28.62,0.37,3.80,Italy,2.00
O1001238,29/03/2024,C101082,Returning,15/10/2024,EU,Organic,ORG_Mar_Direct,0,0,0,0,Workout Accessories,Chalk Block,1,14.64,14.64,318,67,2,On-time,No,,6.25,4,4.39,0.30,0.30,Sweden,1.00
O1005046,10/11/2024,C100505,New,31/05/2024,Domestic,TikTok,TT_Nov_SparkAds,56,1,1,14.1,Bandages,Wrist Wraps,2,20.73,41.46,-2,90,1,On-time,Yes,Damaged,5.85,12,23.61,0.57,0.20,Germany,0.50
O1005031,09/11/2024,C100312,New,17/08/2024,Domestic,Instagram,IG_Nov_Giveaway,167,2,1,42.3,Dip Belt,Weighted Dip Belt,1,37.87,37.87,-1,37,1,On-time,No,,4.75,19,14.12,0.37,0.80,Germany,0.50
O1004807,27/10/2024,C101307,Returning,07/12/2024,Domestic,TikTok,TT_Oct_Creators,56,1,1,14.1,Static Bar,Adjustable Static Bar,1,140.71,140.71,1,18,1,On-time,No,,7.29,93,40.42,0.29,8.00,Germany,0.50
O1004920,03/11/2024,C101579,Returning,24/05/2024,Domestic,Instagram,IG_Nov_AthleteDrop,83,1,1,21.15,Better Grip,Liquid Chalk,1,17.91,17.91,-1,105,1,On-time,No,,6.42,4,7.49,0.42,0.35,Germany,0.50
O1005991,28/12/2024,C101499,Returning,07/09/2024,Domestic,TikTok,TT_Dec_SparkAds,167,3,1,42.3,Better Grip,Liquid Chalk,1,13.9,13.9,-1,105,2,On-time,No,,6.5,4,3.4,0.24,0.35,Germany,1.00
O1002187,23/05/2024,C100279,New,09/06/2024,Domestic,Google,GG_May_Search,50,1,1,25.85,Equipment Sets,Beginner Home Workout Set,1,122.14,122.14,79,22,2,On-time,No,,8.15,81,32.99,0.27,6.00,Germany,1.00
O1003525,09/08/2024,C101620,Returning,11/08/2024,Domestic,Instagram,IG_Aug_Reels,167,2,1,42.3,Pull Up Bars,Outdoor Pull-Up Bar,2,158.03,316.06,53,30,1,On-time,No,,8.23,156,151.83,0.48,7.00,Germany,0.50
O1000909,06/03/2024,C100915,New,26/10/2024,Domestic,TikTok,TT_Mar_Creators,111,2,1,28.2,Static Bar,Adjustable Static Bar,2,177.31,354.62,93,18,1,On-time,No,,9.85,186,158.77,0.45,8.00,Germany,0.50
O1003784,27/08/2024,C100568,Returning,25/06/2024,Domestic,Google,GG_Aug_Shopping,50,1,1,25.85,Parallettes,Steel Parallettes,1,79.67,79.67,63,45,2,On-time,No,,8.12,39,32.55,0.41,3.80,Germany,1.00
O1001304,02/04/2024,C101208,New,27/05/2024,EU,TikTok,TT_Apr_Creators,111,2,1,28.2,Workout Accessories,Athlete Backpack,1,50.88,50.88,312,67,2,On-time,No,,6.86,19,25.02,0.49,0.90,Italy,1.00
O1005664,11/12/2024,C100374,New,18/06/2024,Domestic,Instagram,IG_Dec_Giveaway,83,1,1,21.15,Weight Vests,10kg Weighted Vest,1,108.82,108.82,-1,36,2,On-time,No,,8.14,74,26.68,0.25,10.00,Germany,1.00
O1001628,22/04/2024,C100017,New,04/11/2024,EU,Google,GG_Apr_Brand,50,1,1,25.85,Clothing,Oversized Hoodie,1,79.21,79.21,503,120,5,On-time,No,,9.34,25,44.87,0.57,0.70,Italy,2.50
O1001523,14/04/2024,C101666,Returning,22/03/2024,Domestic,TikTok,TT_Apr_SparkAds,167,3,2,42.3,Workout Accessories,Athlete Backpack,1,49.55,49.55,295,67,1,On-time,No,,5.76,19,24.79,0.50,0.90,Germany,0.50
O1000836,01/03/2024,C100012,Returning,09/04/2024,Domestic,Organic,ORG_Mar_Direct,0,0,0,0,Bandages,Wrist Wraps,1,19.73,19.73,479,90,2,On-time,No,,5.46,6,8.27,0.42,0.20,Germany,1.00
O1000359,26/01/2024,C100560,Returning,12/10/2024,Domestic,TikTok,TT_Jan_Challenge,56,1,1,14.1,Static Bar,Adjustable Static Bar,1,163.51,163.51,109,18,1,On-time,No,,8.66,93,61.85,0.38,8.00,Germany,0.50
O1000139,10/01/2024,C100729,Returning,23/09/2024,Domestic,TikTok,TT_Jan_Creators,111,2,1,28.2,Equipment Sets,Beginner Home Workout Set,1,158.4,158.4,145,22,1,On-time,No,,7.68,81,69.72,0.44,6.00,Germany,0.50
O1000300,23/01/2024,C100646,New,27/05/2024,EU,TikTok,TT_Jan_Creators,56,1,1,14.1,Clothing,Performance T-Shirt,1,44.73,44.73,739,120,3,On-time,No,,8.83,11,24.9,0.56,0.30,Poland,1.50
O1001557,17/04/2024,C100522,New,09/09/2024,Non-EU,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Resistance Bands,Set of 5 Resistance Bands,1,43.62,43.62,322,75,5,On-time,No,,12.84,13,17.78,0.41,0.90,Switzerland,2.50
O1001004,11/03/2024,C101479,New,06/07/2024,Domestic,TikTok,TT_Mar_SparkAds,167,3,1,42.3,Clothing,Performance T-Shirt,1,36.52,36.52,613,120,3,On-time,No,,6.41,11,19.11,0.52,0.30,Germany,1.50
O1000383,28/01/2024,C101536,Returning,16/07/2024,Domestic,TikTok,TT_Jan_SparkAds,56,1,1,14.1,Pull Up Bars,Outdoor Pull-Up Bar,1,110.06,110.06,181,30,2,On-time,Yes,Damaged,8.94,78,23.12,0.21,7.00,Germany,1.00
O1002856,28/06/2024,C100412,Returning,20/09/2024,EU,Instagram,IG_Jun_Reels,167,2,1,42.3,Dip Bars,Steel Dip Bars,1,98.45,98.45,73,27,6,Late,Yes,Damaged,10.92,48,39.53,0.40,5.00,Sweden,3.00
O1000762,25/02/2024,C100504,New,05/12/2024,EU,Instagram,IG_Feb_Reels,83,1,2,21.15,Equipment Sets,Advanced Athlete Set,1,169.47,169.47,122,22,2,On-time,No,,15.02,107,47.45,0.28,9.00,Poland,1.00
O1003689,21/08/2024,C100752,New,23/03/2024,Domestic,TikTok,TT_Aug_Creators,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,130.72,130.72,55,36,2,On-time,No,,10.37,74,46.35,0.35,10.00,Germany,1.00
O1003019,08/07/2024,C100594,New,11/06/2024,Non-EU,TikTok,TT_Jul_Creators,56,1,1,14.1,Weight Vests,20kg Weighted Vest,2,148.29,296.58,89,36,6,On-time,No,,27.34,196,73.24,0.25,20.00,Australia,3.00
O1003716,22/08/2024,C101847,New,02/05/2024,Domestic,Organic,ORG_Aug_Blog,0,0,0,0,Bandages,Elbow Support,1,28.3,28.3,137,90,1,On-time,No,,4.77,9,14.53,0.51,0.25,Germany,0.50
O1004902,02/11/2024,C100182,Returning,16/05/2024,Non-EU,Google,GG_Nov_Brand,50,1,1,25.85,Clothing,Joggers,1,68.08,68.08,-1,120,6,On-time,No,,9.99,21,37.09,0.54,0.60,UK,3.00
O1004161,19/09/2024,C100832,Returning,02/07/2024,EU,Instagram,IG_Sep_Reels,83,1,1,21.15,Parallettes,Wooden Parallettes,2,54.73,109.46,40,45,3,On-time,No,,7.36,60,42.1,0.38,2.20,Belgium,1.50
O1001403,07/04/2024,C101456,Returning,22/09/2024,Domestic,TikTok,TT_Apr_SparkAds,111,2,1,28.2,Parallettes,Wooden Parallettes,1,64.18,64.18,203,45,4,Late,No,,7.39,30,26.79,0.42,2.20,Germany,2.00
O1002967,06/07/2024,C100452,Returning,27/04/2024,Non-EU,Instagram,IG_Jul_Reels,83,1,1,21.15,Clothing,Training Tank,1,27.08,27.08,306,120,10,Late,No,,9.95,10,7.13,0.26,0.25,Australia,5.00
O1005202,18/11/2024,C101401,Returning,27/05/2024,Non-EU,Instagram,IG_Nov_AthleteDrop,83,1,1,21.15,Bandages,Wrist Wraps,1,20.8,20.8,-1,90,9,Late,No,,10.75,6,4.05,0.19,0.20,Canada,4.50
O1001933,10/05/2024,C100324,Returning,30/10/2024,EU,Organic,ORG_May_Blog,0,0,0,0,Parallettes,Steel Parallettes,1,84,84,171,45,4,On-time,No,,9.79,39,35.21,0.42,3.80,Netherlands,2.00
O1004951,05/11/2024,C101673,Returning,11/08/2024,Domestic,Organic,ORG_Nov_Community,0,0,0,0,Bandages,Wrist Wraps,1,20.94,20.94,-1,90,2,On-time,No,,4.59,6,10.35,0.49,0.20,Germany,1.00
O1002961,06/07/2024,C101770,New,27/01/2024,Domestic,TikTok,TT_Jul_SparkAds,56,1,1,14.1,Equipment Sets,Beginner Home Workout Set,1,126.24,126.24,57,22,2,On-time,No,,8.05,81,37.19,0.29,6.00,Germany,1.00
O1004828,28/10/2024,C101967,Returning,10/12/2024,Non-EU,Instagram,IG_Oct_AthleteDrop,167,2,1,42.3,Parallettes,Wooden Parallettes,2,47.03,94.06,1,45,8,On-time,No,,11.26,60,22.8,0.24,2.20,Switzerland,4.00
O1005177,16/11/2024,C100660,Returning,21/06/2024,Non-EU,TikTok,TT_Nov_Creators,56,1,2,14.1,Parallettes,Wooden Parallettes,2,65.35,130.7,-2,45,6,On-time,No,,15.5,60,55.2,0.42,2.20,USA,3.00
O1003241,21/07/2024,C100246,New,17/07/2024,Domestic,Instagram,IG_Jul_Reels,83,1,1,21.15,Weight Vests,20kg Weighted Vest,2,163.21,326.42,79,36,1,On-time,No,,13.97,196,116.45,0.36,20.00,Germany,0.50
O1003956,07/09/2024,C100259,Returning,23/05/2024,Domestic,Google,GG_Sep_Shopping,50,1,2,25.85,Bandages,Wrist Wraps,1,22.64,22.64,106,90,1,On-time,No,,5.58,6,11.06,0.49,0.20,Germany,0.50
O1005573,07/12/2024,C101203,Returning,18/02/2024,Non-EU,Google,GG_Dec_Shopping,50,1,1,25.85,Parallettes,Steel Parallettes,3,62.57,187.71,-3,45,7,On-time,No,,14.16,117,56.55,0.30,3.80,Norway,3.50
O1000059,05/01/2024,C101155,New,22/10/2024,Domestic,Instagram,IG_Jan_AthleteDrop,83,1,1,21.15,Workout Rings,Wooden Gymnastic Rings,1,37.63,37.63,393,60,3,On-time,No,,4.65,16,16.98,0.45,1.10,Germany,1.50
O1000077,06/01/2024,C100989,Returning,20/01/2024,Domestic,Google,GG_Jan_Shopping,50,1,1,25.85,Pull Up Bars,Outdoor Pull-Up Bar,1,104.52,104.52,196,30,1,On-time,No,,8.15,78,18.37,0.18,7.00,Germany,0.50
O1000797,27/02/2024,C100292,Returning,03/12/2024,EU,TikTok,TT_Feb_Creators,56,1,1,14.1,Dip Bars,Steel Dip Bars,1,81.28,81.28,145,27,3,On-time,No,,12.2,48,21.08,0.26,5.00,Netherlands,1.50
